artist,firstName,gender,itemInSession,lastName,length,level,location,sessionId,song,userId,user
Hazell Dean,Matthew,M,1,Jones,367.98649,paid,"Janesville-Beloit, WI",1100,No Fool (For Love),36,Matthew Jones
Apocalyptica,Kinsley,F,28,Young,262.5824,paid,"Red Bluff, CA",977,Pray,85,Kinsley Young
Jack Johnson,Rylan,M,9,George,236.93016,paid,"Birmingham-Hoover, AL",1076,Bubble Toes,16,Rylan George
Cage The Elephant,Kinsley,F,29,Young,196.38812,paid,"Red Bluff, CA",977,Lotus,85,Kinsley Young
Taylor Swift,Matthew,M,2,Jones,230.47791,paid,"Janesville-Beloit, WI",1100,You Belong With Me,36,Matthew Jones
Soul For Real,Rylan,M,10,George,271.25506,paid,"Birmingham-Hoover, AL",1076,Candy Rain,16,Rylan George
The Prodigy,Kinsley,F,30,Young,225.09669,paid,"Red Bluff, CA",977,Firestarter,85,Kinsley Young
Amy Winehouse,Matthew,M,3,Jones,165.11955,paid,"Janesville-Beloit, WI",1100,Addicted,36,Matthew Jones
Iron Maiden,Rylan,M,11,George,275.19955,paid,"Birmingham-Hoover, AL",1076,The Evil That Men Do (1998 Digital Remaster),16,Rylan George
David Crowder*Band,Kinsley,F,31,Young,276.74077,paid,"Red Bluff, CA",977,All Around Me,85,Kinsley Young
The Cinematic Orchestra,Rylan,M,12,George,622.2624,paid,"Birmingham-Hoover, AL",1076,Everyday,16,Rylan George
Three 6 Mafia vs. TiÃÂ«sto with Sean Kingston and Flo Rida,Kinsley,F,32,Young,241.05751,paid,"Red Bluff, CA",977,Feel It,85,Kinsley Young
Sugababes,Kinsley,F,33,Young,275.93098,paid,"Red Bluff, CA",977,Overload,85,Kinsley Young
Gyptian,Rylan,M,13,George,233.09016,paid,"Birmingham-Hoover, AL",1076,Hold You,16,Rylan George
Zion / Akon,Rylan,M,14,George,233.19465,paid,"Birmingham-Hoover, AL",1076,The Way She Moves,16,Rylan George
Transvision Vamp,Rylan,M,15,George,209.91955,paid,"Birmingham-Hoover, AL",1076,I Want Your Love,16,Rylan George
Ry Cooder,Chloe,F,37,Cuevas,201.56036,paid,"San Francisco-Oakland-Hayward, CA",1096,Corrido de Boxeo,49,Chloe Cuevas
The Pussycat Dolls,Rylan,M,16,George,245.18485,paid,"Birmingham-Hoover, AL",1076,When I Grow Up,16,Rylan George
Coldplay,Chloe,F,38,Cuevas,268.30322,paid,"San Francisco-Oakland-Hayward, CA",1096,Yellow,49,Chloe Cuevas
Forever The Sickest Kids,Rylan,M,17,George,169.482,paid,"Birmingham-Hoover, AL",1076,She Likes (Bittersweet Love),16,Rylan George
Lil Wayne / Blaque / Mannie Fresh,Chloe,F,39,Cuevas,255.34649,paid,"San Francisco-Oakland-Hayward, CA",1096,Believe That,49,Chloe Cuevas
Dragonforce,Rylan,M,18,George,441.02485,paid,"Birmingham-Hoover, AL",1076,Through The Fire And Flames (Album Version),16,Rylan George
Jason Mraz & Colbie Caillat,Chloe,F,40,Cuevas,189.6224,paid,"San Francisco-Oakland-Hayward, CA",1096,Lucky (Album Version),49,Chloe Cuevas
Pixies,Chloe,F,41,Cuevas,181.13261,paid,"San Francisco-Oakland-Hayward, CA",1096,Is She Weird,49,Chloe Cuevas
Eminem,Rylan,M,19,George,251.55872999999997,paid,"Birmingham-Hoover, AL",1076,Without Me,16,Rylan George
Buju Banton,Chloe,F,42,Cuevas,232.48934,paid,"San Francisco-Oakland-Hayward, CA",1096,Cry No More,49,Chloe Cuevas
Cage The Elephant,Rylan,M,20,George,196.38812,paid,"Birmingham-Hoover, AL",1076,Lotus,16,Rylan George
Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner,Chloe,F,43,Cuevas,277.15873,paid,"San Francisco-Oakland-Hayward, CA",1096,Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile),49,Chloe Cuevas
Ste Strausz,Rylan,M,21,George,285.36118,paid,"Birmingham-Hoover, AL",1076,Le Million,16,Rylan George
Coldplay,Chloe,F,44,Cuevas,228.62322000000003,paid,"San Francisco-Oakland-Hayward, CA",1096,Only Superstition,49,Chloe Cuevas
Joe Christmas,Chloe,F,0,Roth,185.7824,free,"Indianapolis-Carmel-Anderson, IN",1059,Bedroom Suite,78,Chloe Roth
Bright Eyes,Rylan,M,22,George,313.23382999999995,paid,"Birmingham-Hoover, AL",1076,A New Arrangement,16,Rylan George
Paramore,Chloe,F,1,Roth,267.65016,free,"Indianapolis-Carmel-Anderson, IN",1059,The Only Exception (Album Version),78,Chloe Roth
J. Karjalainen & Mustat Lasit,Chloe,F,45,Cuevas,336.74404,paid,"San Francisco-Oakland-Hayward, CA",1096,Sinisten tÃÂ¤htien alla,49,Chloe Cuevas
Philip Glass,Rylan,M,23,George,368.40443999999997,paid,"Birmingham-Hoover, AL",1076,Knee 2,16,Rylan George
Alliance Ethnik,Chloe,F,46,Cuevas,195.94404,paid,"San Francisco-Oakland-Hayward, CA",1096,SinceritÃÂ© Et Jalousie,49,Chloe Cuevas
Mew,Rylan,M,24,George,167.75791,paid,"Birmingham-Hoover, AL",1076,Her Voice Is Beyond Her Years,16,Rylan George
Ive Mendes,Rylan,M,25,George,238.94159,paid,"Birmingham-Hoover, AL",1076,If You Leave Me Now,16,Rylan George
Alliance Ethnik,Bronson,M,1,Harris,195.94404,free,"Eugene, OR",1026,SinceritÃÂ© Et Jalousie,33,Bronson Harris
the bird and the bee,Rylan,M,26,George,193.80200000000002,paid,"Birmingham-Hoover, AL",1076,Diamond Dave,16,Rylan George
Common / Sadat X,Bronson,M,2,Harris,256.20853,free,"Eugene, OR",1026,1999,33,Bronson Harris
Alanis Morissette,Rylan,M,27,George,245.15873,paid,"Birmingham-Hoover, AL",1076,King Of Pain (Live/Unplugged Version),16,Rylan George
Skillet,Bronson,M,7,Harris,233.32526000000001,free,"Eugene, OR",1026,Rebirthing (Album Version),33,Bronson Harris
James Galway;Julian Lee,Rylan,M,28,George,218.67057000000003,paid,"Birmingham-Hoover, AL",1076,Beauty and the Beast,16,Rylan George
Drop Dead_ Gorgeous,Rylan,M,29,George,156.70812,paid,"Birmingham-Hoover, AL",1076,Dressed For Friend Requests (Album Version),16,Rylan George
Dwight Yoakam,Rylan,M,30,George,239.3073,paid,"Birmingham-Hoover, AL",1076,You're The One,16,Rylan George
Trouble,Rylan,M,31,George,205.11302,paid,"Birmingham-Hoover, AL",1076,Tuesday's Child,16,Rylan George
OneRepublic,Rylan,M,33,George,237.97506,paid,"Birmingham-Hoover, AL",1076,All The Right Moves,16,Rylan George
Switchblade Symphony,Rylan,M,34,George,259.5522,paid,"Birmingham-Hoover, AL",1076,Wicked,16,Rylan George
Sharooz,Rylan,M,35,George,234.05669,paid,"Birmingham-Hoover, AL",1076,My Distressor 40Khz ReRub Mix,16,Rylan George
Explosions In The Sky,Rylan,M,36,George,522.9971,paid,"Birmingham-Hoover, AL",1076,Six Days At The Bottom Of The Ocean,16,Rylan George
Emmylou Harris,Chloe,F,1,Cuevas,194.63791,paid,"San Francisco-Oakland-Hayward, CA",1114,Little Bird,49,Chloe Cuevas
Jack Johnson,Chloe,F,2,Cuevas,153.67791,paid,"San Francisco-Oakland-Hayward, CA",1114,The Horizon Has Been Defeated,49,Chloe Cuevas
Radiohead,Rylan,M,37,George,249.93913999999998,paid,"Birmingham-Hoover, AL",1076,Everything In Its Right Place,16,Rylan George
Andrew Bird,Chloe,F,3,Cuevas,215.87546,paid,"San Francisco-Oakland-Hayward, CA",1114,Heretics,49,Chloe Cuevas
Metallica,Rylan,M,38,George,380.21179,paid,"Birmingham-Hoover, AL",1076,Sabbra Cadabra,16,Rylan George
Lonnie Gordon,Chloe,F,4,Cuevas,181.21098,paid,"San Francisco-Oakland-Hayward, CA",1114,Catch You Baby (Steve Pitron & Max Sanna Radio Edit),49,Chloe Cuevas
Dropkick Murphys,Chloe,F,5,Cuevas,167.73179,paid,"San Francisco-Oakland-Hayward, CA",1114,Shattered,49,Chloe Cuevas
Eric B. & Rakim,Rylan,M,39,George,240.32608,paid,"Birmingham-Hoover, AL",1076,As The Rhyme Goes On,16,Rylan George
Dierks Bentley,Chloe,F,6,Cuevas,223.24200000000002,paid,"San Francisco-Oakland-Hayward, CA",1114,Settle For A Slowdown,49,Chloe Cuevas
Regina Spektor,Rylan,M,40,George,290.14159,paid,"Birmingham-Hoover, AL",1076,Daniel Cowman,16,Rylan George
Angelspit,Chloe,F,7,Cuevas,241.94567,paid,"San Francisco-Oakland-Hayward, CA",1114,Make You Sin,49,Chloe Cuevas
Young Gunz / Beanie Sigel,Chloe,F,8,Cuevas,292.44036,paid,"San Francisco-Oakland-Hayward, CA",1114,Roc U,49,Chloe Cuevas
DJ Dizzy,Rylan,M,41,George,221.1522,paid,"Birmingham-Hoover, AL",1076,Sexy Bitch,16,Rylan George
Base Ball Bear,Rylan,M,42,George,255.60771,paid,"Birmingham-Hoover, AL",1076,Sayonara-Nostalgia,16,Rylan George
Morcheeba,Chloe,F,9,Cuevas,101.95546,paid,"San Francisco-Oakland-Hayward, CA",1114,In The Hands Of The Gods (Featuring Biz Markie),49,Chloe Cuevas
Bitter:Sweet,Chloe,F,10,Cuevas,194.16771,paid,"San Francisco-Oakland-Hayward, CA",1114,Don't Forget To Breathe,49,Chloe Cuevas
Basshunter Feat. DJ Mental Theos Bazzheadz,Rylan,M,43,George,152.65913999999998,paid,"Birmingham-Hoover, AL",1076,Now You're Gone,16,Rylan George
BjÃÂ¶rk,Chloe,F,11,Cuevas,348.57751,paid,"San Francisco-Oakland-Hayward, CA",1114,Undo,49,Chloe Cuevas
Rihanna,Rylan,M,44,George,239.75137999999998,paid,"Birmingham-Hoover, AL",1076,G4L,16,Rylan George
Evanescence,Rylan,M,45,George,220.3424,paid,"Birmingham-Hoover, AL",1076,Hello,16,Rylan George
Mr. Vegas,Chloe,F,12,Cuevas,240.69179,paid,"San Francisco-Oakland-Hayward, CA",1114,Tamale,49,Chloe Cuevas
Mischa Daniels,Rylan,M,46,George,419.81342,paid,"Birmingham-Hoover, AL",1076,Another Place,16,Rylan George
The Menzingers,Chloe,F,13,Cuevas,276.00934,paid,"San Francisco-Oakland-Hayward, CA",1114,Straight To Hell,49,Chloe Cuevas
Justin Timberlake,Chloe,F,14,Cuevas,288.93995,paid,"San Francisco-Oakland-Hayward, CA",1114,Cry Me A River,49,Chloe Cuevas
Vilma Palma e Vampiros,Rylan,M,47,George,338.18077,paid,"Birmingham-Hoover, AL",1076,Un Camino Hasta Vos,16,Rylan George
CCCP - Fedeli Alla Linea,Chloe,F,15,Cuevas,329.66485,paid,"San Francisco-Oakland-Hayward, CA",1114,Sura (2008 Digital Remaster),49,Chloe Cuevas
Kid Cudi / MGMT / Ratatat,Rylan,M,48,George,295.67955,paid,"Birmingham-Hoover, AL",1076,Pursuit Of Happiness (nightmare),16,Rylan George
Drake / Kanye West / Lil Wayne / Eminem,Chloe,F,16,Cuevas,357.66812000000004,paid,"San Francisco-Oakland-Hayward, CA",1114,Forever,49,Chloe Cuevas
A Day To Remember,Rylan,M,49,George,247.64036000000002,paid,"Birmingham-Hoover, AL",1076,Homesick [Acoustic],16,Rylan George
T.I.,Jayden,M,0,Bell,299.75465,free,"Dallas-Fort Worth-Arlington, TX",1085,Dead And Gone [feat. Justin Timberlake] (Explicit Album Version),91,Jayden Bell
The Offspring,Rylan,M,50,George,163.3171,paid,"Birmingham-Hoover, AL",1076,It'll Be a Long Time (Album Version),16,Rylan George
Jorge Gonzalez,Chloe,F,17,Cuevas,272.14322000000004,paid,"San Francisco-Oakland-Hayward, CA",1114,Esta Es Para Hacerte FÃÂ©liz,49,Chloe Cuevas
Sneaker Pimps,Jayden,M,1,Bell,260.91057,free,"Dallas-Fort Worth-Arlington, TX",1085,Spin Spin Sugar,91,Jayden Bell
Escape The Fate,Rylan,M,51,George,266.73587000000003,paid,"Birmingham-Hoover, AL",1076,This War Is Ours (The Guillotine II),16,Rylan George
Juanes,Chloe,F,18,Cuevas,243.27791000000002,paid,"San Francisco-Oakland-Hayward, CA",1114,La Vida Es Un Ratico,49,Chloe Cuevas
The Replacements,Rylan,M,52,George,170.57914,paid,"Birmingham-Hoover, AL",1076,Never Mind,16,Rylan George
Sarah McLachlan,Chloe,F,19,Cuevas,278.90893,paid,"San Francisco-Oakland-Hayward, CA",1114,Possession,49,Chloe Cuevas
Sonny Boy Williamson,Rylan,M,53,George,152.24118,paid,"Birmingham-Hoover, AL",1076,Don't Start Me Talkin',16,Rylan George
Soul II Soul Featuring Caron Wheeler,Rylan,M,54,George,225.2273,paid,"Birmingham-Hoover, AL",1076,Back To Life (However Do You Want Me) (2003 Digital Remaster) (Feat. Caron Wheeler),16,Rylan George
Florence + The Machine,Chloe,F,20,Cuevas,219.66322000000002,paid,"San Francisco-Oakland-Hayward, CA",1114,Dog Days Are Over (Radio Edit),49,Chloe Cuevas
Pantera,Rylan,M,55,George,286.69342,paid,"Birmingham-Hoover, AL",1076,Heresy  (LP Version),16,Rylan George
Cold,Chloe,F,21,Cuevas,177.76281,paid,"San Francisco-Oakland-Hayward, CA",1114,Remedy,49,Chloe Cuevas
Norther,Chloe,F,22,Cuevas,246.54322000000002,paid,"San Francisco-Oakland-Hayward, CA",1114,Frozen Angel,49,Chloe Cuevas
Foo Fighters,Rylan,M,57,George,271.38567,paid,"Birmingham-Hoover, AL",1076,The Pretender,16,Rylan George
Timbiriche,Rylan,M,58,George,202.60526000000002,paid,"Birmingham-Hoover, AL",1076,Besos De Ceniza,16,Rylan George
A Perfect Circle,Rylan,M,59,George,206.05342,paid,"Birmingham-Hoover, AL",1076,Rose,16,Rylan George
Anberlin,Rylan,M,60,George,348.68199999999996,paid,"Birmingham-Hoover, AL",1076,The Haunting,16,Rylan George
Deas Vail,Elijah,M,0,Davis,237.68771,free,"Detroit-Warren-Dearborn, MI",985,Anything You Say (Unreleased Version),5,Elijah Davis
matchbox twenty,Jayden,F,0,Duffy,177.65832,free,"Seattle-Tacoma-Bellevue, WA",846,Argue (LP Version),76,Jayden Duffy
The Lonely Island / T-Pain,Jayden,F,1,Duffy,156.23791,free,"Seattle-Tacoma-Bellevue, WA",846,I'm On A Boat,76,Jayden Duffy
John Mayer,Wyatt,M,0,Scott,275.27791,free,"Eureka-Arcata-Fortuna, CA",856,All We Ever Do Is Say Goodbye,9,Wyatt Scott
10_000 Maniacs,Wyatt,M,2,Scott,251.8722,free,"Eureka-Arcata-Fortuna, CA",856,Gun Shy (LP Version),9,Wyatt Scott
Leona Lewis,Chloe,F,0,Cuevas,203.88526000000002,paid,"San Francisco-Oakland-Hayward, CA",916,Forgive Me,49,Chloe Cuevas
Nine Inch Nails,Chloe,F,1,Cuevas,277.83791,paid,"San Francisco-Oakland-Hayward, CA",916,La Mer,49,Chloe Cuevas
Audioslave,Chloe,F,2,Cuevas,334.91546,paid,"San Francisco-Oakland-Hayward, CA",916,I Am The Highway,49,Chloe Cuevas
Kid Rock,Chloe,F,3,Cuevas,296.95955,paid,"San Francisco-Oakland-Hayward, CA",916,All Summer Long (Album Version),49,Chloe Cuevas
The Jets,Chloe,F,4,Cuevas,220.89097999999998,paid,"San Francisco-Oakland-Hayward, CA",916,I Do You,49,Chloe Cuevas
The Gerbils,Chloe,F,5,Cuevas,27.01016,paid,"San Francisco-Oakland-Hayward, CA",916,(iii),49,Chloe Cuevas
Damian Marley / Stephen Marley / Yami Bolo,Chloe,F,6,Cuevas,304.69178999999997,paid,"San Francisco-Oakland-Hayward, CA",916,Still Searching,49,Chloe Cuevas
The Bloody Beetroots,Chloe,F,8,Cuevas,201.97832,paid,"San Francisco-Oakland-Hayward, CA",916,Warp 1.9 (feat. Steve Aoki),49,Chloe Cuevas
The Specials,Chloe,F,10,Cuevas,188.81261,paid,"San Francisco-Oakland-Hayward, CA",916,Rat Race,49,Chloe Cuevas
The Lively Ones,Chloe,F,11,Cuevas,142.52363,paid,"San Francisco-Oakland-Hayward, CA",916,Walkin' The Board (LP Version),49,Chloe Cuevas
Katie Melua,Chloe,F,12,Cuevas,252.78649,paid,"San Francisco-Oakland-Hayward, CA",916,Blues In The Night,49,Chloe Cuevas
Jason Mraz,Chloe,F,13,Cuevas,243.48689,paid,"San Francisco-Oakland-Hayward, CA",916,I'm Yours (Album Version),49,Chloe Cuevas
Fisher,Chloe,F,14,Cuevas,133.98158999999998,paid,"San Francisco-Oakland-Hayward, CA",916,Rianna,49,Chloe Cuevas
Zee Avi,Chloe,F,15,Cuevas,160.62649,paid,"San Francisco-Oakland-Hayward, CA",916,No Christmas For Me,49,Chloe Cuevas
Black Eyed Peas,Chloe,F,16,Cuevas,289.12281,paid,"San Francisco-Oakland-Hayward, CA",916,I Gotta Feeling,49,Chloe Cuevas
Emiliana Torrini,Chloe,F,17,Cuevas,184.29342,paid,"San Francisco-Oakland-Hayward, CA",916,Sunny Road,49,Chloe Cuevas
Days Of The New,Chloe,F,19,Cuevas,258.5073,paid,"San Francisco-Oakland-Hayward, CA",916,The Down Town,49,Chloe Cuevas
Julio Iglesias duet with Willie Nelson,Chloe,F,20,Cuevas,212.16608,paid,"San Francisco-Oakland-Hayward, CA",916,To All The Girls I've Loved Before (With Julio Iglesias),49,Chloe Cuevas
Jason Mraz & Colbie Caillat,Chloe,F,0,Roth,189.6224,free,"Indianapolis-Carmel-Anderson, IN",704,Lucky (Album Version),78,Chloe Roth
R. Kelly,Anabelle,F,1,Simpson,234.39628,free,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",901,The World's Greatest,69,Anabelle Simpson
Jacky Terrasson,Marina,F,0,Sutton,342.7522,free,"Salinas, CA",373,Le Jardin d'Hiver,48,Marina Sutton
Papa Roach,Theodore,M,0,Harris,202.1873,free,"Red Bluff, CA",813,Alive,14,Theodore Harris
Burt Bacharach,Theodore,M,1,Harris,156.96934,free,"Red Bluff, CA",813,Casino Royale Theme (Main Title),14,Theodore Harris
Floetry,Chloe,F,1,Cuevas,254.48443999999998,paid,"San Francisco-Oakland-Hayward, CA",923,Sunshine,49,Chloe Cuevas
The Rakes,Chloe,F,2,Cuevas,225.2273,paid,"San Francisco-Oakland-Hayward, CA",923,Leave The City And Come Home,49,Chloe Cuevas
Dwight Yoakam,Chloe,F,3,Cuevas,239.3073,paid,"San Francisco-Oakland-Hayward, CA",923,You're The One,49,Chloe Cuevas
Ween,Chloe,F,4,Cuevas,228.10077,paid,"San Francisco-Oakland-Hayward, CA",923,Voodoo Lady,49,Chloe Cuevas
CafÃÂ© Quijano,Chloe,F,5,Cuevas,197.32853,paid,"San Francisco-Oakland-Hayward, CA",923,La Lola,49,Chloe Cuevas
Parov Stelar,Chloe,F,1,Roth,203.65016,free,"Indianapolis-Carmel-Anderson, IN",925,Good Bye Emily (feat. Gabriella Hanninen),78,Chloe Roth
Bryan Adams,Tegan,F,1,Levine,166.29506,paid,"Portland-South Portland, ME",915,I Will Always Return,80,Tegan Levine
KT Tunstall,Tegan,F,2,Levine,192.31302,paid,"Portland-South Portland, ME",915,White Bird,80,Tegan Levine
Technicolour,Tegan,F,3,Levine,235.12771,paid,"Portland-South Portland, ME",915,Turn Away,80,Tegan Levine
The Dears,Tegan,F,4,Levine,289.95873,paid,"Portland-South Portland, ME",915,Lost In The Plot,80,Tegan Levine
Go West,Tegan,F,5,Levine,259.49995,paid,"Portland-South Portland, ME",915,Never Let Them See You Sweat,80,Tegan Levine
Gondwana,Jordan,F,0,Hicks,262.5824,free,"Salinas, CA",814,Mi Princesa,37,Jordan Hicks
Ella Fitzgerald,Jordan,F,1,Hicks,427.15382999999997,free,"Salinas, CA",814,On Green Dolphin Street (Medley) (1999 Digital Remaster),37,Jordan Hicks
Creedence Clearwater Revival,Jordan,F,2,Hicks,184.73751000000001,free,"Salinas, CA",814,Run Through The Jungle,37,Jordan Hicks
Fu,Kevin,M,1,Arellano,280.05832000000004,free,"Harrisburg-Carlisle, PA",514,Ja I Ty,66,Kevin Arellano
All Time Low,Maia,F,1,Burke,177.84118,free,"Houston-The Woodlands-Sugar Land, TX",510,A Party Song (The Walk of Shame),51,Maia Burke
Nik & Jay,Wyatt,M,0,Scott,196.51873,free,"Eureka-Arcata-Fortuna, CA",379,Pop-Pop!,9,Wyatt Scott
Quad City DJ's,Chloe,F,0,Cuevas,451.44771,free,"San Francisco-Oakland-Hayward, CA",506,C'mon N' Ride It (The Train) (LP Version),49,Chloe Cuevas
Hoobastank,Noah,M,1,Chavez,232.17587000000003,free,"Ogden-Clearfield, UT",492,Born To Lead,94,Noah Chavez
Foo Fighters,Devin,M,0,Larson,271.38567,free,"Tampa-St. Petersburg-Clearwater, FL",413,The Pretender,60,Devin Larson
The Firesign Theatre,Devin,M,1,Larson,1087.18975,free,"Tampa-St. Petersburg-Clearwater, FL",413,Side .002,60,Devin Larson
Julian Lennon,Devin,M,2,Larson,210.46812000000003,free,"Tampa-St. Petersburg-Clearwater, FL",413,Too Late For Goodbyes,60,Devin Larson
Kinky,Jayden,M,1,Graves,198.32118,paid,"Marinette, WI-MI",442,Sister Twisted,25,Jayden Graves
The Early November,Jayden,M,2,Graves,250.04362999999998,paid,"Marinette, WI-MI",442,Ever So Sweet,25,Jayden Graves
Damien Rice,Jayden,M,3,Graves,191.39873,paid,"Marinette, WI-MI",442,9 Crimes (Demo),25,Jayden Graves
Jimi Hendrix,Jayden,M,4,Graves,296.88118,paid,"Marinette, WI-MI",442,Crying Blue Rain,25,Jayden Graves
Cartola,Jayden,M,5,Graves,173.06077,paid,"Marinette, WI-MI",442,Peito Vazio,25,Jayden Graves
Cat Stevens,Jayden,M,6,Graves,223.32036000000002,paid,"Marinette, WI-MI",442,Lady D'Arbanville,25,Jayden Graves
Dwight Yoakam,Jayden,M,7,Graves,239.3073,paid,"Marinette, WI-MI",442,You're The One,25,Jayden Graves
Les MisÃÂ©rables - 10th Anniversary Concert,Jayden,M,8,Graves,109.73995,paid,"Marinette, WI-MI",442,Do You Hear The People Sing?,25,Jayden Graves
America,Jayden,M,9,Graves,173.19138,paid,"Marinette, WI-MI",442,Work To Do,25,Jayden Graves
Dio,Jayden,M,10,Graves,284.55138,paid,"Marinette, WI-MI",442,When A Woman Cries,25,Jayden Graves
Dash Berlin,Jayden,M,12,Graves,470.5171,paid,"Marinette, WI-MI",442,Till The Sky Falls Down,25,Jayden Graves
Brian Hyland,Jayden,M,13,Graves,160.13016000000002,paid,"Marinette, WI-MI",442,Sealed With A Kiss,25,Jayden Graves
The Black Keys,Jayden,M,14,Graves,162.55955,paid,"Marinette, WI-MI",442,Your Touch,25,Jayden Graves
Queensryche,Jayden,M,15,Graves,199.78404,paid,"Marinette, WI-MI",442,Circles (2007 Live At The Moore Theater in Seattle LP Version),25,Jayden Graves
The Black Keys,Jayden,M,16,Graves,191.76443999999998,paid,"Marinette, WI-MI",442,Howlin For You,25,Jayden Graves
The Killers,Jayden,M,17,Graves,218.85342000000003,paid,"Marinette, WI-MI",442,This Is Your Life,25,Jayden Graves
Erasure,Jayden,M,18,Graves,584.25424,paid,"Marinette, WI-MI",442,Fingers And Thumbs (Cold Summer's Day) (Sound Factory Remix),25,Jayden Graves
Red Hot Chili Peppers,Jayden,M,19,Graves,334.65424,paid,"Marinette, WI-MI",442,Snow [Hey Oh] (Album Version),25,Jayden Graves
Balkan Beat Box,Jayden,M,20,Graves,352.60036,paid,"Marinette, WI-MI",442,Bulgarian  Chicks,25,Jayden Graves
Fleet Foxes,Jayden,M,21,Graves,208.03873000000002,paid,"Marinette, WI-MI",442,Tiger Mountain Peasant Song,25,Jayden Graves
Damu The Fudgemunk,Jayden,M,22,Graves,76.66893,paid,"Marinette, WI-MI",442,Man With Bindle [Pawt 1] (2004),25,Jayden Graves
Harmonia,Stefany,F,0,White,655.77751,free,"Lubbock, TX",380,Sehr kosmisch,83,Stefany White
Moloko,Jayden,M,23,Graves,593.3971,paid,"Marinette, WI-MI",442,Over And Over,25,Jayden Graves
Richard Ashcroft,Stefany,F,1,White,236.35546000000002,free,"Lubbock, TX",380,Break The Night With Colour,83,Stefany White
Johnny Gill,Jayden,M,24,Graves,288.70485,paid,"Marinette, WI-MI",442,Chemistry,25,Jayden Graves
Enya,Jayden,M,25,Graves,175.85586999999998,paid,"Marinette, WI-MI",442,The Sun In The Stream,25,Jayden Graves
Eminem,Jayden,M,26,Graves,250.8273,paid,"Marinette, WI-MI",442,Mockingbird,25,Jayden Graves
Van Halen,Aleena,F,1,Kirby,311.61424,paid,"Waterloo-Cedar Falls, IA",474,Love Walks In (Remastered Album Version),44,Aleena Kirby
BarlowGirl,Aleena,F,2,Kirby,274.1024,paid,"Waterloo-Cedar Falls, IA",474,Never Alone (Acoustic Version),44,Aleena Kirby
Porcupine Tree,Aleena,F,3,Kirby,458.00444000000005,paid,"Waterloo-Cedar Falls, IA",474,Way Out of Here [Album Version],44,Aleena Kirby
Slash,Aleena,F,4,Kirby,278.49098,paid,"Waterloo-Cedar Falls, IA",474,Beautiful Dangerous (featuring Fergie),44,Aleena Kirby
Lady GaGa,Aleena,F,5,Kirby,274.18077,paid,"Waterloo-Cedar Falls, IA",474,Alejandro,44,Aleena Kirby
Shout Out Louds,Kate,F,0,Harrell,231.96688999999998,paid,"Lansing-East Lansing, MI",508,Never Ever,97,Kate Harrell
Nick Jonas & The Administration,Aleena,F,6,Kirby,245.57668999999999,paid,"Waterloo-Cedar Falls, IA",474,Who I Am,44,Aleena Kirby
Cibelle,Kate,F,1,Harrell,576.91383,paid,"Lansing-East Lansing, MI",508,Pequenos Olhos,97,Kate Harrell
Joshua Radin,Aleena,F,7,Kirby,182.62159,paid,"Waterloo-Cedar Falls, IA",474,The Fear You Won't Fall,44,Aleena Kirby
Kings Of Leon,Aleena,F,8,Kirby,201.79546000000002,paid,"Waterloo-Cedar Falls, IA",474,Revelry,44,Aleena Kirby
Spinal Tap,Aleena,F,9,Kirby,304.71791,paid,"Waterloo-Cedar Falls, IA",474,Rock 'n' Roll Creation,44,Aleena Kirby
Nine Inch Nails,Kate,F,2,Harrell,324.67546,paid,"Lansing-East Lansing, MI",508,Beside You In Time,97,Kate Harrell
Aiden,Aleena,F,10,Kirby,238.65424,paid,"Waterloo-Cedar Falls, IA",474,Breathless (Album Version),44,Aleena Kirby
Muse,Kate,F,3,Harrell,441.10322,paid,"Lansing-East Lansing, MI",508,Citizen Erased,97,Kate Harrell
Wyclef Jean,Aleena,F,11,Kirby,319.97342000000003,paid,"Waterloo-Cedar Falls, IA",474,Something About Mary,44,Aleena Kirby
Matthew Good,Aleena,F,12,Kirby,307.06892999999997,paid,"Waterloo-Cedar Falls, IA",474,She's In It for the Money,44,Aleena Kirby
Luke Bryan,Kate,F,4,Harrell,238.28852999999998,paid,"Lansing-East Lansing, MI",508,Do I,97,Kate Harrell
Billy Currington,Kate,F,5,Harrell,223.7122,paid,"Lansing-East Lansing, MI",508,Walk A Little Straighter,97,Kate Harrell
Justice,Aleena,F,13,Kirby,236.12036,paid,"Waterloo-Cedar Falls, IA",474,DVNO,44,Aleena Kirby
Sam Cooke,Kate,F,6,Harrell,122.04363000000001,paid,"Lansing-East Lansing, MI",508,Ain't Misbehavin,97,Kate Harrell
Guns N' Roses,Aleena,F,14,Kirby,284.05506,paid,"Waterloo-Cedar Falls, IA",474,Don't Cry (Original),44,Aleena Kirby
DJ Shadow,Cecilia,F,0,Owens,436.24444000000005,free,"Atlanta-Sandy Springs-Roswell, GA",453,Changeling,6,Cecilia Owens
Madonna,Kate,F,7,Harrell,241.21424,paid,"Lansing-East Lansing, MI",508,American Life [Headcleanr Rock Mix],97,Kate Harrell
Justin Bieber / Usher,Aleena,F,15,Kirby,222.30159,paid,"Waterloo-Cedar Falls, IA",474,First Dance,44,Aleena Kirby
